record_id,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
REC100199,MCH4369,"Gupta, Mane and Bhasin",5812,Restaurant,Individual,Hyderabad,Telangana,2025-03-03,,Active,950.76
REC100200,MCH3333,Dada PLC,5999,Miscellaneous Retail,Private Limited,Mumbai,Maharashtra,2024-03-18,,Active,668.0
REC100201,MCH9278,Pant PLC,5942,Books & Stationery,Partnership,Bengaluru,Karnataka,2024-06-25,MCZF8391507084286,Active,822.0
REC100202,MCH6315,Prabhakar-Soman,5942,Books & Stationery,Partnership,Mumbai,Maharashtra,,XXXX3336,Hold,341.33
REC100203,MCH7305,Iyer-Nagi,5699,Apparel,Individual,Mumbai,Maharashtra,2023-08-23,,Active,1967.89
REC100204,MCH6024,Thakkar-Kunda,5411,Grocery Store,Sole Proprietor,Chennai,Tamil Nadu,2025-05-14,,Active,
REC100205,MCH7912,Sarma-Arya,5699,Apparel,Private Limited,Lucknow,Uttar Pradesh,2025-01-01,ZNNS3870382152945,Active,1318.64
REC100206,MCH6660,Nori Group,4814,Telecom,Sole Proprietor,Chennai,Tamil Nadu,2023-05-26,XXXX4499,Active,3030.0
REC100207,MCH8809,"Doshi, Ghose and Amble",5411,Grocery Store,Individual,Mumbai,Maharashtra,,,Active,3965.67
REC100208,MCH7600,Panchal Ltd,5912,Pharmacy,Individual,Lucknow,Uttar Pradesh,2023-10-13,,Active,1148.2
REC100209,MCH5498,"Gera, Narayan and Sankaran",5311,Department Store,Partnership,Kolkata,West Bengal,2025-11-10,8296349363,Active,849.49
REC100210,MCH5923,"Banik, Yogi and Seth",4814,Telecom,Individual,Delhi,Delhi,,CKTY3945451387681,Disabled,378.2
REC100211,MCH6450,"Goel, Madan and Gola",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2025-10-15,,Suspended,855.0
REC100212,MCH6822,"Sankar, Deol and Goswami",4814,Telecom,Sole Proprietor,Jaipur,Rajasthan,2025-03-31,XXXX2270,Closed,
REC100213,MCH5995,Bassi Ltd,5812,Restaurant,Private Limited,Lucknow,Uttar Pradesh,2024-02-01,XXXX5294,Active,2631.68
REC100214,MCH5879,"Sridhar, Sani and Mall",4814,Telecom,Individual,Hyderabad,Telangana,2025-12-30,XXXX4907,Active,
REC100215,MCH4682,Chaudry LLC,4131,Transportation,Individual,Hyderabad,Telangana,2024-01-28,,Active,
REC100216,MCH1261,"Cheema, Savant and Bakshi",5311,Department Store,Sole Proprietor,Ludhiana,Punjab,2024-06-03,EXGQ1328686965867,Closed,
REC100217,MCH2964,Bala-Sarkar,4814,Telecom,Individual,Jalandhar,Punjab,2025-06-20,4343067882,Active,1298.45
REC100218,MCH5362,"Kunda, Tiwari and Nagi",5912,Pharmacy,Private Limited,Jaipur,Rajasthan,2024-08-09,,Inactive,1922.99
REC100219,MCH5285,"Yadav, Dhawan and Bahri",5311,Department Store,Individual,Bengaluru,Karnataka,2025-08-03,XXXX3759,Active,220.0
REC100220,MCH3998,"Krish, Tak and Peri",4814,Telecom,Partnership,Ludhiana,Punjab,2023-08-16,,Active,1019.25
REC100221,MCH4926,Shankar Ltd,5812,Restaurant,Individual,Hyderabad,Telangana,2024-12-28,6804229881,Active,
REC100222,MCH9424,Sur-Bajaj,5311,Department Store,Sole Proprietor,Bengaluru,Karnataka,2025-04-18,XXXX3219,Active,1902.79
REC100223,MCH7504,Balay PLC,7011,Hotel/Lodging,Individual,Chennai,Tamil Nadu,2025-10-24,1818420938,Active,1030.01
REC100224,MCH9769,"Kota, Dara and Sarin",4131,Transportation,Partnership,Ludhiana,Punjab,2025-05-22,XXXX8418,Active,2120.25
REC100225,MCH2504,Mittal Ltd,5999,Miscellaneous Retail,Individual,Pune,Maharashtra,2024-12-29,XXXX5857,Inactive,1689.96
REC100226,MCH8484,"Grover, Swamy and Johal",5912,Pharmacy,Private Limited,Kolkata,West Bengal,2023-08-17,,Suspended,1273.08
REC100227,MCH3023,Arora LLC,7011,Hotel/Lodging,Individual,Bengaluru,Karnataka,2025-02-03,,Inactive,1722.88
REC100228,MCH4106,Dey and Sons,5411,Grocery Store,Private Limited,Hyderabad,Telangana,2026-01-31,XXXX0072,Active,4216.77
REC100229,MCH6059,Bhargava PLC,7011,Hotel/Lodging,Private Limited,Jaipur,Rajasthan,2025-07-16,XXXX7802,Hold,333.57
REC100230,MCH4801,Bhargava-Basak,5311,Department Store,Sole Proprietor,Lucknow,Uttar Pradesh,2025-11-18,XXXX3111,Active,2920.36
REC100231,MCH3418,Parsa-Parikh,5912,Pharmacy,Partnership,Hyderabad,Telangana,2024-07-15,CWGO5653761986608,Active,8725.31
REC100232,MCH6448,Pal LLC,4814,Telecom,Partnership,Mumbai,Maharashtra,2024-09-07,XXXX5021,Active,1680.84
REC100233,MCH6450,"Goel, Madan and Gola",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2025-10-15,,Active,855.0
REC100234,MCH6052,Nayak-Wadhwa,5912,Pharmacy,Private Limited,Jaipur,Rajasthan,2023-07-12,XXXX8602,Active,600.38
REC100235,MCH6923,"Kumar, Hayre and Grover",5942,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-03-12,RIOW5493044350343,Disabled,937.24
REC100236,MCH1075,Lala PLC,4814,Telecom,Individual,Pune,Maharashtra,2024-06-01,IPNE1576095102770,Suspended,1162.41
REC100237,MCH7749,"Dhaliwal, Chaudhari and Lad",4131,Transportation,Private Limited,Lucknow,Uttar Pradesh,2023-03-28,,Active,472.27
REC100238,MCH7607,"Vyas, Ramakrishnan and Narayanan",5942,Books & Stationery,Sole Proprietor,Amritsar,Punjab,2025-01-02,2925658717,Active,7039.03
REC100239,MCH7832,More-Cherian,5311,Department Store,Sole Proprietor,Amritsar,Punjab,2024-12-21,,Active,1748.94
REC100240,MCH4864,Date Ltd,5411,Grocery Store,Private Limited,Bengaluru,Karnataka,2023-12-06,XXXX6587,Active,4042.64
REC100241,MCH1843,Edwin and Sons,5999,Miscellaneous Retail,Sole Proprietor,Delhi,Delhi,2024-09-19,,Active,
REC100242,MCH2559,"Sastry, Dhar and Kibe",7011,Hotel/Lodging,Partnership,Pune,Maharashtra,2023-05-08,0777710681,Active,1827.84
REC100243,MCH5927,"Hayer, Palla and Ganesh",5699,Apparel,Private Limited,Lucknow,Uttar Pradesh,2024-06-16,,Active,3764.09
REC100244,MCH6105,Upadhyay PLC,7011,Hotel/Lodging,Sole Proprietor,Kolkata,West Bengal,2024-02-07,,Active,527.81
REC100245,MCH8782,Swamy-Khurana,5699,Apparel,Sole Proprietor,Amritsar,Punjab,2025-04-29,,Active,1314.55
REC100246,MCH7661,Mutti Group,5912,Pharmacy,Sole Proprietor,Ludhiana,Punjab,2023-12-19,,Active,1349.43
REC100247,MCH1772,Grover Group,5311,Department Store,Partnership,Kolkata,West Bengal,2023-03-18,0665098924,Active,1962.32
REC100248,MCH5793,Hayre and Sons,4131,Transportation,Individual,Amritsar,Punjab,2023-10-23,XXXX4734,Active,2411.65
REC100249,MCH8019,Chaudhry-Naidu,5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,,,Active,888.78
REC100250,MCH6707,Chandra Group,4814,Telecom,Private Limited,Ludhiana,Punjab,2024-02-10,,Active,648.63
REC100251,MCH4743,Ahluwalia-Bansal,5912,Pharmacy,Private Limited,Ludhiana,Punjab,2023-08-23,KIYE1462195754397,Disabled,486.29
REC100252,MCH4277,"Lad, Krish and Lad",4131,Transportation,Private Limited,Hyderabad,Telangana,2024-06-04,,Active,472.96
REC100253,MCH6765,Handa PLC,5912,Pharmacy,Individual,Kolkata,West Bengal,2023-10-30,,Active,
REC100254,MCH4867,"Nath, Taneja and Dey",5812,Restaurant,Partnership,Bengaluru,Karnataka,2024-08-05,7096325090,Active,726.56
REC100255,MCH6819,"Arya, Bassi and Kaur",5999,Miscellaneous Retail,Partnership,Amritsar,Punjab,2025-11-19,,Active,2433.05
REC100256,MCH4282,Pingle Ltd,5311,Department Store,Sole Proprietor,Amritsar,Punjab,2023-05-26,,Active,816.0
REC100257,MCH5737,"Chaudhary, Raghavan and Brahmbhatt",5912,Pharmacy,Individual,Amritsar,Punjab,2026-02-25,,Active,1419.52
REC100258,MCH6519,Mane-Madan,5699,Apparel,Partnership,Ludhiana,Punjab,2024-12-25,,Active,978.4
REC100259,MCH2902,"Narang, Varghese and Sur",4131,Transportation,Individual,Amritsar,Punjab,2023-04-11,,Active,1675.0
REC100260,MCH6692,"Mohan, Ravi and Sinha",7011,Hotel/Lodging,Partnership,Jalandhar,Punjab,2023-05-10,UFCM4399349836488,Active,641.51
REC100261,MCH8374,"Kohli, Chakraborty and Wali",5942,Books & Stationery,Sole Proprietor,Lucknow,Uttar Pradesh,2025-02-16,,Active,838.62
REC100262,MCH2217,"Rai, Bala and Shenoy",5411,Grocery Store,Individual,Mumbai,Maharashtra,2023-08-15,2506258510,Active,728.77
REC100263,MCH4739,Karpe-Doshi,5411,Grocery Store,Individual,Lucknow,Uttar Pradesh,2023-10-20,DQQT0527144866471,Active,
REC100264,MCH1345,Bhat Inc,5311,Department Store,Private Limited,Hyderabad,Telangana,2025-01-28,XXXX9759,Active,1702.79
REC100265,MCH2493,"Tella, Lata and Tripathi",4814,Telecom,Individual,Jaipur,Rajasthan,2023-10-28,ROFA2679305641354,Active,
REC100266,MCH2471,Das Group,5942,Books & Stationery,Individual,Jalandhar,Punjab,2024-05-30,SVRE3169162150744,Active,3177.16
REC100267,MCH8854,Kohli-Aurora,4131,Transportation,Private Limited,Chennai,Tamil Nadu,2023-12-04,XXXX8113,Active,
REC100268,MCH5056,Subramaniam PLC,5411,Grocery Store,Partnership,Bengaluru,Karnataka,,WHRV5412713701234,Blocked,473.92
REC100269,MCH3259,Deep and Sons,5912,Pharmacy,Partnership,Delhi,Delhi,,7747336061,Active,308.57
REC100270,MCH8225,Bedi-Date,5999,Miscellaneous Retail,Private Limited,Pune,Maharashtra,2024-02-28,6820537783,Active,2289.3
REC100271,MCH2118,Jani-Subramaniam,5942,Books & Stationery,Partnership,Ludhiana,Punjab,2024-05-30,TOPO3167206929855,Active,1546.09
REC100272,MCH6738,"Jain, Kothari and Subramanian",4814,Telecom,Individual,Delhi,Delhi,2025-12-06,MCPW5267667383117,Inactive,1846.61
REC100273,MCH7699,Chakraborty LLC,7011,Hotel/Lodging,Sole Proprietor,Bengaluru,Karnataka,2023-01-29,,Active,145.86
REC100274,MCH8299,Garde PLC,5812,Restaurant,Partnership,Jaipur,Rajasthan,2023-01-06,,Active,1496.13
REC100275,MCH8401,Pandey PLC,7011,Hotel/Lodging,Partnership,Chennai,Tamil Nadu,2025-09-09,0328253862,Inactive,625.0
REC100276,MCH4102,Pandya-Kapoor,5942,Books & Stationery,Sole Proprietor,Amritsar,Punjab,2025-06-03,SZIE5520167745590,Active,1618.63
REC100277,MCH8730,"Bhasin, Mall and Sarraf",5999,Miscellaneous Retail,Private Limited,Jalandhar,Punjab,2025-02-13,XXXX3406,Active,937.7
REC100278,MCH3353,Bhardwaj and Sons,5912,Pharmacy,Partnership,Bengaluru,Karnataka,2023-02-23,,Suspended,4012.28
REC100279,MCH8755,Guha-Dara,5999,Miscellaneous Retail,Sole Proprietor,Amritsar,Punjab,2023-08-07,,Active,3411.15
REC100280,MCH1375,"Sahota, Johal and Shanker",5411,Grocery Store,Individual,Jalandhar,Punjab,2025-03-02,PHOZ2706415438619,Suspended,1836.94
REC100281,MCH2655,"Brahmbhatt, Desai and Sangha",4814,Telecom,Sole Proprietor,Amritsar,Punjab,2026-01-04,4532869649,Active,3102.0
REC100282,MCH5127,Sankar Group,7011,Hotel/Lodging,Partnership,Delhi,Delhi,2024-09-06,3303273399,Active,2034.47
REC100283,MCH2676,Desai Ltd,4814,Telecom,Private Limited,Ludhiana,Punjab,2025-10-05,,Active,399.5
REC100284,MCH9304,Char Ltd,4814,Telecom,Individual,Bengaluru,Karnataka,2024-01-05,,Active,531.14
REC100285,MCH9888,"Majumdar, Sama and Narayanan",4814,Telecom,Sole Proprietor,Kolkata,West Bengal,2025-08-13,XXXX3073,Inactive,444.72
REC100286,MCH8051,"Saxena, Kamdar and Kannan",5942,Books & Stationery,Partnership,Delhi,Delhi,2024-10-17,,Active,598.72
REC100287,MCH6016,Batta-Roy,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,2023-07-02,,Active,3694.66
REC100288,MCH5231,Varghese-Rattan,5411,Grocery Store,Partnership,Delhi,Delhi,2026-02-05,,Active,692.04
REC100289,MCH8453,Manne LLC,5699,Apparel,Private Limited,Amritsar,Punjab,,,Active,397.0
REC100290,MCH3674,Wason and Sons,5812,Restaurant,Individual,Delhi,Delhi,2025-07-19,6823891084,Active,
REC100291,MCH3662,Dalal-Arora,4814,Telecom,Sole Proprietor,Kolkata,West Bengal,2024-09-01,,Active,4799.31
REC100292,MCH7021,"Dewan, Banerjee and Purohit",7011,Hotel/Lodging,Sole Proprietor,Bengaluru,Karnataka,2024-07-01,XXXX8572,Active,969.81
REC100293,MCH7490,Datta Ltd,5912,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2023-11-12,,Active,1590.69
REC100294,MCH7430,Pingle-Lata,5311,Department Store,Individual,Lucknow,Uttar Pradesh,2024-09-07,XXXX3604,Active,2426.91
REC100295,MCH4477,Edwin Group,5912,Pharmacy,Partnership,Pune,Maharashtra,2025-12-19,,Active,1145.96
REC100296,MCH8724,"Ganesh, Sarin and Gera",5411,Grocery Store,Partnership,Delhi,Delhi,2024-11-20,8119568584,Active,639.73
REC100297,MCH1772,"Thakur, Talwar and Chahal",5912,Pharmacy,Partnership,Pune,Maharashtra,2025-11-19,XXXX1519,Active,645.09
REC100298,MCH1420,"Nath, Setty and Pai",7011,Hotel/Lodging,Partnership,Kolkata,West Bengal,2023-04-08,,Inactive,1986.0
REC100299,MCH3070,"Patel, Sandal and Sinha",4814,Telecom,Individual,Hyderabad,Telangana,2025-09-18,XXXX6846,Active,1706.27
REC100300,MCH3776,"Kapadia, Sathe and Shenoy",5311,Department Store,Partnership,Delhi,Delhi,,2896927884,Active,1854.99
REC100301,MCH4233,Parmar and Sons,5912,Pharmacy,Sole Proprietor,Bengaluru,Karnataka,2024-07-30,4132683121,Closed,3068.07
REC100302,MCH3523,"Khare, Radhakrishnan and Gala",5812,Restaurant,Individual,Jaipur,Rajasthan,2025-12-04,,Active,
REC100303,MCH5712,Goda-Kashyap,5942,Books & Stationery,Private Limited,Amritsar,Punjab,2025-01-12,ILKC7960163227117,Active,
REC100304,MCH3070,Agate-Chopra,5411,Grocery Store,Sole Proprietor,Mumbai,Maharashtra,2025-04-29,4174323514,Active,1355.0
REC100305,MCH6061,Nazareth PLC,4131,Transportation,Sole Proprietor,Pune,Maharashtra,2025-02-02,,Suspended,1189.87
REC100306,MCH4233,Padmanabhan and Sons,5999,Miscellaneous Retail,Sole Proprietor,Ludhiana,Punjab,2025-02-04,4395615588,Active,1697.48
REC100307,MCH8197,Virk-Venkataraman,5912,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2024-01-03,,Active,964.03
REC100308,MCH3085,"Sarkar, Memon and Mand",4131,Transportation,Individual,Pune,Maharashtra,2025-07-16,,Active,
REC100309,MCH8756,Warrior Inc,5699,Apparel,Private Limited,Jalandhar,Punjab,2023-10-04,9910438985,Active,1476.03
REC100310,MCH1863,Sachar-Gokhale,5942,Books & Stationery,Private Limited,Hyderabad,Telangana,2024-03-24,XXXX8775,Active,760.42
REC100311,MCH9494,"Wable, Warrior and Parmer",4814,Telecom,Individual,Pune,Maharashtra,2024-05-27,,Active,455.01
REC100312,MCH4729,Deshpande Inc,7011,Hotel/Lodging,Sole Proprietor,Mumbai,Maharashtra,,XXXX6726,Inactive,1506.61
REC100313,MCH1836,"Nazareth, Bahl and Manda",5411,Grocery Store,Private Limited,Hyderabad,Telangana,2023-11-15,IUQT6934618863943,Active,
REC100314,MCH9918,"Jha, Kumer and Srivastava",5699,Apparel,Sole Proprietor,Bengaluru,Karnataka,2024-01-16,UOAA2292690080709,Disabled,902.09
REC100315,MCH7336,Krishnan and Sons,5812,Restaurant,Partnership,Jalandhar,Punjab,2024-09-03,2456383296,Active,1122.92
REC100316,MCH9307,"Bajwa, Dhawan and Guha",5812,Restaurant,Sole Proprietor,Jalandhar,Punjab,2024-03-07,,Active,468.19
REC100317,MCH8233,Patel Ltd,5411,Grocery Store,Partnership,Jalandhar,Punjab,2024-12-28,,Active,1942.94
REC100318,MCH6671,Chandran-Dada,5699,Apparel,Partnership,Amritsar,Punjab,2023-04-12,6648722960,Active,2579.5
REC100319,MCH9620,Prakash Group,5411,Grocery Store,Partnership,Ludhiana,Punjab,2023-02-02,,Active,2975.01
REC100320,MCH2769,Sehgal PLC,4814,Telecom,Private Limited,Amritsar,Punjab,2023-09-19,3613137952,Active,131.0
REC100321,MCH3618,"Narang, Atwal and Merchant",5912,Pharmacy,Sole Proprietor,Mumbai,Maharashtra,2023-07-25,LZII0053942814377,Active,1728.22
REC100322,MCH9149,Bandi Inc,5999,Miscellaneous Retail,Partnership,Jaipur,Rajasthan,2025-03-15,,Active,2169.18
REC100323,MCH2165,Venkataraman-Seshadri,5912,Pharmacy,Sole Proprietor,Pune,Maharashtra,2024-06-26,,Active,137.68
REC100324,MCH1832,Mistry-Chaudhary,5999,Miscellaneous Retail,Individual,Hyderabad,Telangana,2024-12-11,,Inactive,448.33
REC100325,MCH1640,Trivedi-Agrawal,5411,Grocery Store,Private Limited,Jalandhar,Punjab,2025-01-25,WQQD1666405545072,Active,2316.65
REC100326,MCH7314,Mahajan-Borde,5999,Miscellaneous Retail,Partnership,Lucknow,Uttar Pradesh,2023-01-05,3772469001,Active,1003.0
REC100327,MCH4688,Hora PLC,5912,Pharmacy,Individual,Ludhiana,Punjab,2024-05-18,XXXX6054,Suspended,1146.0
REC100328,MCH8612,Kurian-Goda,5812,Restaurant,Sole Proprietor,Mumbai,Maharashtra,2023-07-18,XXXX5561,Active,1133.93
REC100329,MCH7400,Chaudhari Ltd,5999,Miscellaneous Retail,Individual,Delhi,Delhi,2025-07-01,,Suspended,1040.56
REC100330,MCH4118,Upadhyay LLC,4131,Transportation,Private Limited,Kolkata,West Bengal,2024-03-16,,Active,
REC100331,MCH1197,"Gaba, Wadhwa and Sahni",5411,Grocery Store,Private Limited,Mumbai,Maharashtra,2024-08-01,8143796682,Active,488.96
REC100332,MCH1718,Wason-Vaidya,5311,Department Store,Private Limited,Jalandhar,Punjab,2025-04-04,,Active,705.66
REC100333,MCH9800,Dasgupta-Sathe,7011,Hotel/Lodging,Partnership,Ludhiana,Punjab,2024-06-13,4290574632,Active,
REC100334,MCH2198,"Arya, Dalal and Keer",5812,Restaurant,Private Limited,Jaipur,Rajasthan,2023-09-08,,Active,2776.31
REC100335,MCH3395,"Boase, Dutt and Sami",5912,Pharmacy,Partnership,Jaipur,Rajasthan,2024-07-22,,Inactive,619.0
REC100336,MCH3547,Ramanathan-Dada,5812,Restaurant,Private Limited,Delhi,Delhi,2025-02-03,,Active,5262.6
REC100337,MCH7837,Wali Group,5999,Miscellaneous Retail,Individual,Kolkata,West Bengal,2023-06-03,,Active,803.03
REC100338,MCH3890,Tata-Bal,5912,Pharmacy,Individual,Pune,Maharashtra,2026-02-22,,Active,668.0
REC100339,MCH7218,Varghese-Arya,7011,Hotel/Lodging,Private Limited,Lucknow,Uttar Pradesh,2025-12-25,VAFX9362941506530,Active,2725.82
REC100340,MCH2943,Khosla LLC,5812,Restaurant,Private Limited,Mumbai,Maharashtra,2024-03-29,XXXX8006,Active,2741.64
REC100341,MCH2083,Patla-Basak,5912,Pharmacy,Individual,Kolkata,West Bengal,2024-10-08,,Suspended,556.93
REC100342,MCH3361,Sabharwal-Shah,4131,Transportation,Partnership,Jalandhar,Punjab,2024-01-06,KQNB2621280715561,Closed,887.23
REC100343,MCH1195,Cherian-Rana,4131,Transportation,Sole Proprietor,Jalandhar,Punjab,2025-09-09,,Active,364.17
REC100344,MCH6131,"Dhar, Dada and Bakshi",5699,Apparel,Partnership,Bengaluru,Karnataka,2024-03-10,4600930161,Active,1921.0
REC100345,MCH9996,Kala-Nadkarni,5699,Apparel,Private Limited,Delhi,Delhi,2023-01-03,XXXX7769,Active,628.11
REC100346,MCH1164,Goda PLC,4131,Transportation,Partnership,Ludhiana,Punjab,2025-10-27,,Active,953.0
REC100347,MCH2384,"Atwal, Sawhney and Magar",5999,Miscellaneous Retail,Sole Proprietor,Lucknow,Uttar Pradesh,2023-01-20,,Active,638.0
REC100348,MCH5186,"Iyer, Sarma and Issac",5311,Department Store,Private Limited,Jaipur,Rajasthan,2023-03-27,WHOY9873117052427,Inactive,830.18
REC100349,MCH1956,Sodhi PLC,5912,Pharmacy,Individual,Amritsar,Punjab,2025-09-28,TLKU2109519549509,Inactive,1459.74
REC100350,MCH8136,Bora Inc,7011,Hotel/Lodging,Sole Proprietor,Amritsar,Punjab,2025-10-27,XXXX8920,Disabled,635.0
REC100351,MCH5366,Bali Ltd,5311,Department Store,Private Limited,Lucknow,Uttar Pradesh,2024-02-25,XXXX6307,Disabled,1551.58
REC100352,MCH2870,"Loyal, Buch and Ghose",5812,Restaurant,Sole Proprietor,Delhi,Delhi,2025-05-27,,Active,2213.61
REC100353,MCH5443,Loyal-Narasimhan,7011,Hotel/Lodging,Individual,Kolkata,West Bengal,2023-09-12,VCRF1570737200411,Active,1593.65
REC100354,MCH1929,"Bahri, Dara and Saran",5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2025-12-26,XXXX4676,Active,
REC100355,MCH7620,"Vaidya, Deshmukh and Cherian",5942,Books & Stationery,Individual,Pune,Maharashtra,2024-10-20,SIIG8824885521026,Hold,1771.87
REC100356,MCH7851,"Warrior, Hora and Dayal",4814,Telecom,Individual,Jalandhar,Punjab,2024-02-07,6337984791,Active,
REC100357,MCH8407,Dey Group,4131,Transportation,Individual,Lucknow,Uttar Pradesh,2024-07-10,,Active,2726.27
REC100358,MCH4104,Sawhney-Suri,4814,Telecom,Individual,Hyderabad,Telangana,2023-12-15,8776394591,Inactive,295.0
REC100359,MCH3907,"Andra, Chakrabarti and Khalsa",5311,Department Store,Sole Proprietor,Mumbai,Maharashtra,,OAMS4252276899430,Active,1320.29
REC100360,MCH5549,Bahri Ltd,5812,Restaurant,Partnership,Chennai,Tamil Nadu,2023-10-06,XXXX0036,Active,1045.04
REC100361,MCH5092,Dubey-Gade,4814,Telecom,Partnership,Kolkata,West Bengal,2023-07-01,,Active,730.73
REC100362,MCH9492,Sahni-Ravel,5311,Department Store,Individual,Lucknow,Uttar Pradesh,2024-03-01,1939900223,Active,3080.63
REC100363,MCH4630,Modi and Sons,5699,Apparel,Sole Proprietor,Jalandhar,Punjab,2023-03-01,,Active,333.91
REC100364,MCH4481,Nagi Inc,5699,Apparel,Partnership,Pune,Maharashtra,2023-11-28,,Active,2759.79
REC100365,MCH6783,"Deep, Pall and Suri",5912,Pharmacy,Individual,Lucknow,Uttar Pradesh,2025-11-28,,Active,1131.0
REC100366,MCH7896,Samra LLC,7011,Hotel/Lodging,Private Limited,Kolkata,West Bengal,2023-10-16,SGTY6881761008390,Hold,2276.65
REC100367,MCH8600,"Kalita, Bains and Gandhi",5812,Restaurant,Sole Proprietor,Delhi,Delhi,2024-07-06,RRYJ6587686551997,Active,855.0
REC100368,MCH9207,"Jani, Mittal and Narasimhan",5411,Grocery Store,Partnership,Bengaluru,Karnataka,2025-01-15,XJLY4559421802745,Inactive,1049.45
REC100369,MCH8725,Gala Group,7011,Hotel/Lodging,Private Limited,Jaipur,Rajasthan,2024-08-14,PIMP1040686768002,Active,7512.0
REC100370,MCH2623,"Oak, Nadig and Doshi",5411,Grocery Store,Sole Proprietor,Jalandhar,Punjab,2025-03-18,SGLM9352062021997,Active,1380.47
REC100371,MCH3280,"Vohra, Bora and Vasa",5411,Grocery Store,Private Limited,Pune,Maharashtra,2023-10-16,,Suspended,412.76
REC100372,MCH6216,Agarwal Group,5812,Restaurant,Private Limited,Amritsar,Punjab,2024-03-28,XXXX1409,Active,1210.0
REC100373,MCH4809,Viswanathan PLC,7011,Hotel/Lodging,Individual,Kolkata,West Bengal,2023-07-12,,Active,1713.6
REC100374,MCH3327,Balay Ltd,5912,Pharmacy,Partnership,Amritsar,Punjab,2024-06-10,4132109142,Active,799.92
REC100375,MCH1984,"Lala, Wagle and Bal",5699,Apparel,Partnership,Chennai,Tamil Nadu,2025-01-08,,Active,5244.88
REC100376,MCH5944,Jayaraman-Bhattacharyya,4131,Transportation,Private Limited,Hyderabad,Telangana,2023-09-04,BTLX3994335719192,Active,545.7
REC100377,MCH3824,Chand-Sarna,5812,Restaurant,Sole Proprietor,Kolkata,West Bengal,2025-08-24,,Active,733.85
REC100378,MCH8598,Chanda-Parekh,5942,Books & Stationery,Partnership,Ludhiana,Punjab,,5300981765,Active,1205.19
REC100379,MCH2846,"Sha, Ramanathan and Kota",5411,Grocery Store,Individual,Jaipur,Rajasthan,2025-09-30,2763596998,Inactive,2995.95
REC100380,MCH2576,"Shan, Sem and Pau",5311,Department Store,Partnership,Hyderabad,Telangana,2023-12-03,3390811191,Active,472.21
