record_id,user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
REC100172,USR45168,David Sachdeva,JKJJV1240S,041915466352,1979-01-11,Lucknow,Uttar Pradesh,9179.0,Unemployed,2024-04-03 00:00:00,Verified,Low
REC100173,USR57891,Timothy Doctor,DLBXF6631F,078337974416,1966-10-02,Lucknow,Uttar Pradesh,22369.0,Self Employed,2025-11-05 00:00:00,Verified,Low
REC100174,USR33040,Gayathri Jani,OVLVS3825H,586685302431,2003-01-02,Delhi,Delhi,21830.0,Student,2024-11-16 21:41:56,Verified,Medium
REC100175,USR45432,Yauvani Krishna,JSLID1691H,027372290104,,Pune,Maharashtra,44208.0,Freelancer,2026-02-14 00:00:00,Under Review,Low
REC100176,USR88242,Warinder Keer,GRFUD3392U,XXXX-XXXX-0308,1975-06-05,Kolkata,West Bengal,33405.0,Retired,2024-11-10 00:00:00,Verified,Low
REC100177,USR24490,Chandran Rajagopal,WEERX9254V,741184421122,1990-06-17,Jalandhar,Punjab,28953.0,Freelancer,2025-11-14 01:38:15,Verified,Medium
REC100178,USR71493,Eta Shukla,ZXNDJ8595B,026817430613,2001-05-10,Pune,Maharashtra,14758.0,Farmer,2025-06-09 00:00:00,Rejected,Low
REC100179,USR74942,Anamika Bora,CVTXW4518J,495888415507,1980-05-24,Hyderabad,Telangana,,Retired,2025-04-05 00:00:00,Verified,Low
REC100180,USR52453,Tanveer Bora,SRYFE1748M,637410869152,,Kolkata,West Bengal,15729.0,Retired,2026-01-10 00:00:00,Verified,Medium
REC100181,USR72124,Triya Walia,NRPMD1578I,009852293674,1995-06-18,Chennai,Tamil Nadu,12432.0,Retired,,Verified,Low
REC100182,USR72857,Onveer Sem,,155702075883,1985-12-15,Jaipur,Rajasthan,,Self Employed,2025-10-16 20:46:38,Verified,Low
REC100183,USR83080,Ikshita Mutti,LYYKM1219X,549748588973,1979-10-16,Pune,Maharashtra,27793.0,Business Owner,2026-03-19 01:20:00,Under Review,High
REC100184,USR89093,Sachi Sodhi,FYONQ3813N,964284453783,1965-05-26,Delhi,Delhi,,Gig Worker,2025-09-15 14:13:25,Verified,Low
REC100185,USR22374,Upma Sagar,GZRLA3913O,,1974-09-06,Kolkata,West Bengal,30445.0,Unemployed,2026-02-17 00:00:00,Verified,Low
REC100186,USR91124,Om Ben,UYATS4644A,112455842064,1988-03-28,Mumbai,Maharashtra,15833.0,Unemployed,2024-05-02 04:51:41,Verified,Low
REC100187,USR42842,Lee1a Kuruvi11a,PRDCZ7762D,475312848076,1978-01-14,Hyderabad,Telangana,10223.0,Business Owner,2025-03-17 00:00:00,Verified,Medium
REC100188,USR22097,Dalaja Bandi,VXXOS1151R,291836654326,1987-09-29,Jaipur,Rajasthan,14666.0,Freelancer,,Verified,Low
REC100189,USR25182,Abeer Pall,YMQPS7536H,931542295863,1983-07-15,Ludhiana,Punjab,33673.0,Gig Worker,2024-08-29 00:00:00,Verified,Low
REC100190,USR98141,Radha Dave,SOXBR1835P,,,Amritsar,Punjab,11066.0,Self Employed,2025-11-10 00:00:00,Under Review,Low
REC100191,USR93763,Kabir K0rpa1,RYKUP5784S,,1998-06-01,Delhi,Delhi,31397.0,Business Owner,2025-01-11 08:38:57,Pending,Low
REC100192,USR63140,Falan Dave,,581894169335,,Delhi,Delhi,14699.0,Gig Worker,2025-01-20 00:00:00,Verified,Low
REC100193,USR11515,Upma Natt,MNBIT1454Q,,,Jalandhar,Punjab,21697.0,Farmer,2024-07-20 00:00:00,Pending,Medium
REC100194,USR19143,Ethan Goda,CTEFH7021F,329813751784,2005-10-06,Mumbai,Maharashtra,23362.0,Freelancer,2024-03-20 00:00:00,Verified,High
REC100195,USR95415,Chaitanya Thaker,ZDEGY9506Y,731983539399,1969-11-24,Amritsar,Punjab,13837.0,Gig Worker,2024-08-25 00:00:00,Verified,Low
REC100196,USR18202,Abhiram Raja,,838979935730,1975-09-13,Jaipur,Rajasthan,30600.0,Gig Worker,2025-08-23 00:00:00,Verified,Low
REC100197,USR80606,Laban Chaudhuri,TFSEU6471W,,1992-04-06,Jaipur,Rajasthan,38286.0,Unemployed,2025-07-04 00:00:00,Verified,Medium
REC100198,USR48202,Laksh Bajaj,QXDZA9341Q,XXXX-XXXX-6358,1996-03-19,Ludhiana,Punjab,25264.0,Business Owner,2025-06-12 00:10:22,Verified,Medium
REC100199,USR60098,Omisha Krishnamurthy,VARAJ4082L,972154375029,1990-10-01,Jalandhar,Punjab,35404.0,Unemployed,2024-11-26 00:00:00,Verified,Low
REC100200,USR87240,Jyoti Sur,IEUYM4669L,780696694702,1968-10-05,Delhi,Delhi,89763.0,Farmer,2025-03-18 10:56:00,Verified,High
REC100201,USR17634,Xiti Raman,XKEOA9409N,XXXX-XXXX-9759,1962-05-26,Delhi,Delhi,14075.0,Farmer,,Rejected,Medium
REC100202,USR94422,Umang Sarin,ZKEYY4429E,802333206072,2002-09-05,Kolkata,West Bengal,8533.0,Retired,2024-10-12 00:00:00,Verified,Medium
REC100203,USR42355,Laksh Thaman,ICHKB2482R,554086927386,1990-07-21,Hyderabad,Telangana,,Unemployed,,Verified,Low
REC100204,USR48236,Saumya Vala,HCNXC9103B,243601081793,1975-12-14,Bengaluru,Karnataka,,Retired,2025-05-10 00:00:00,Verified,Low
REC100205,USR14548,Jairaj More,TAGAL2883H,447553656723,2003-10-20,Lucknow,Uttar Pradesh,26619.0,Business Owner,,Verified,Medium
REC100206,USR95526,Peter Kala,JFELW9526F,493046443534,1983-05-10,Hyderabad,Telangana,27217.0,Student,2026-01-21 08:19:12,Verified,Low
REC100207,USR71074,The0d0re Saran,AGESH3576U,XXXX-XXXX-8260,1978-05-01,Hyderabad,Telangana,14256.0,Retired,2024-03-05 20:12:51,Verified,Low
REC100208,USR25977,Naveen Iyengar,LGJDZ5392O,527153280398,1969-09-09,Pune,Maharashtra,13050.0,Unemployed,2024-06-01 04:28:33,Verified,Low
REC100209,USR67136,Raghav Kaul,ZLKXI6466T,574909604432,,Kolkata,West Bengal,16700.0,Business Owner,2024-11-28 00:00:00,Verified,Low
REC100210,USR62629,Nathaniel Hans,NZWAV5535W,849982619358,1962-09-06,Mumbai,Maharashtra,34561.0,Salaried,2026-01-23 00:00:00,In Progress,Low
REC100211,USR34004,Januja Suresh,SBMKK9240L,566113415633,1978-02-26,Bengaluru,Karnataka,34370.0,Student,2024-09-15 00:00:00,Verified,Medium
REC100212,USR40439,Hemal Srinivasan,WXYUJ0432R,XXXX-XXXX-4268,2000-08-04,Hyderabad,Telangana,,Gig Worker,2026-02-23 00:00:00,Verified,Low
REC100213,USR31030,Xiti Ray,QSJNR1376Z,659807156517,1981-04-18,Jalandhar,Punjab,24426.0,Business Owner,2025-08-28 00:00:00,Verified,Medium
REC100214,USR79295,Wahab Char,WASTI6010Z,XXXX-XXXX-3406,1973-08-27,Kolkata,West Bengal,64023.0,Freelancer,2024-08-29 13:40:21,Verified,Low
REC100215,USR80825,Manthan Karan,BPSUE1888N,144232941518,,Mumbai,Maharashtra,13454.0,Gig Worker,2024-09-26 00:00:00,Rejected,Medium
REC100216,USR48112,Nandini Naik,EYWIV6137N,,1982-08-15,Pune,Maharashtra,12815.0,Retired,2024-09-12 00:00:00,Rejected,Low
REC100217,USR85258,Raagini Narain,UHNNE4441C,166004939279,1976-12-26,Pune,Maharashtra,55145.0,Retired,2025-02-19 10:29:00,Verified,Low
REC100218,USR86570,Yahvi Rai,HVSEK9568Z,145298156962,1962-04-19,Kolkata,West Bengal,37623.0,Gig Worker,,Rejected,Low
REC100219,USR88567,Naksh Ahluwalia,,,,Pune,Maharashtra,30641.0,Farmer,2026-01-08 00:00:00,Verified,Medium
REC100220,USR93778,Utkarsh Tiwari,QITKS8807X,XXXX-XXXX-5012,1974-10-24,Lucknow,Uttar Pradesh,16027.0,Business Owner,2025-12-26 00:00:00,Verified,Medium
REC100221,USR52141,Yashoda Tandon,FZZBY9534F,956357197881,1997-10-20,Chennai,Tamil Nadu,10864.0,Student,2024-02-01 13:05:08,Verified,Low
REC100222,USR50106,Janaki Mani,EALPW1624U,347579308688,1977-05-21,Bengaluru,Karnataka,47551.0,Student,2024-07-07 00:00:00,Verified,Low
REC100223,USR32614,Jagvi Bahl,ZAQHB7231J,,2005-02-07,Chennai,Tamil Nadu,92859.0,Student,2024-11-19 05:30:00,Verified,Low
REC100224,USR29799,Amrita De,LSORU2616M,XXXX-XXXX-0644,1987-09-23,Hyderabad,Telangana,,Farmer,2024-03-21 00:00:00,Verified,Low
REC100225,USR66250,Ojas Dalal,BDGEG6184N,114184410362,1974-11-09,Chennai,Tamil Nadu,62819.0,Salaried,2025-05-27 00:00:00,Verified,Medium
REC100226,USR62412,Aayush Sarna,,,1985-03-13,Jaipur,Rajasthan,36600.0,Student,2026-02-19 00:00:00,Pending,Low
REC100227,USR16767,Aachal Raman,,236205904972,1988-06-14,Jalandhar,Punjab,18733.0,Student,,Verified,Low
REC100228,USR26792,Nilima Bath,RGIKN4424V,713311584019,1995-01-13,Mumbai,Maharashtra,28000.0,Farmer,2024-07-02 02:24:43,Verified,Unknown
REC100229,USR14026,Unnati Ganesh,ETZEO7285L,577194837053,1994-01-22,Hyderabad,Telangana,,Student,,Verified,Low
REC100230,USR92126,Reyansh Acharya,SXRKL3895D,XXXX-XXXX-4281,2001-05-20,Delhi,Delhi,18355.0,Freelancer,2025-01-03 00:00:00,Verified,Low
REC100231,USR35397,Jatin Krish,ENRZY0076Q,706797674251,1972-07-26,Ludhiana,Punjab,19430.0,Gig Worker,2024-03-14 00:00:00,Under Review,High
REC100232,USR69454,Leena Krish,XECMY2176L,392757829345,1965-06-27,Lucknow,Uttar Pradesh,25607.0,Student,2025-07-21 05:48:56,Verified,High
REC100233,USR22207,Alka Palan,RENQK1028K,389799102428,1997-09-27,Lucknow,Uttar Pradesh,35735.0,Salaried,,Verified,Low
REC100234,USR28865,Jhalak Murthy,EHTEX0098B,,2006-08-28,Lucknow,Uttar Pradesh,28146.0,Business Owner,2024-10-08 00:00:00,Verified,Low
REC100235,USR77100,Manthan Bhandari,ERZQH5817Y,,,Kolkata,West Bengal,38121.0,Retired,2024-08-25 00:00:00,Verified,Low
REC100236,USR29077,Gauri Vala,JFTSW4818T,069203394194,1976-10-25,Bengaluru,Karnataka,51354.0,Freelancer,2024-01-08 20:29:00,Verified,Medium
REC100237,USR38988,Urvashi Dora,,,1997-01-05,Bengaluru,Karnataka,39420.0,Salaried,2025-06-25 00:00:00,Verified,Low
REC100238,USR98262,Theodore Natt,AVXLW4719L,XXXX-XXXX-1576,1976-01-12,Amritsar,Punjab,15675.0,Student,2024-11-20 00:00:00,Verified,Low
REC100239,USR39124,Kalpit Zacharia,,,1981-03-15,Lucknow,Uttar Pradesh,15143.0,Business Owner,2025-11-05 20:46:00,Verified,Low
REC100240,USR20836,Jackson Mohan,VLGZC2362P,703652258765,1970-04-19,Chennai,Tamil Nadu,73787.0,Business Owner,2024-02-07 00:00:00,Verified,Low
REC100241,USR74124,Baljiwan Reddy,JPVYL0923N,,2005-05-27,Jalandhar,Punjab,,Unemployed,2025-04-23 19:18:00,Verified,Low
REC100242,USR21300,Diya Sengupta,RREAD0435X,237871834529,1964-12-08,Pune,Maharashtra,,Retired,2024-04-28 16:30:24,Verified,Low
REC100243,USR98633,Yochana Ben,WMGIK9253U,XXXX-XXXX-3034,2005-04-06,Bengaluru,Karnataka,13093.0,Salaried,2025-12-06 01:25:00,Verified,Low
REC100244,USR72741,Ekta Raj,BCZPG8687D,,1963-02-09,Ludhiana,Punjab,12811.0,Freelancer,2024-10-26 09:22:00,Verified,Medium
REC100245,USR21789,Krishna Dey,QTKJV4136A,330562083529,,Ludhiana,Punjab,,Gig Worker,,Rejected,Medium
REC100246,USR98241,Jyoti Chauhan,JGQII1343G,,,Ludhiana,Punjab,37121.0,Student,2024-03-09 00:34:49,Verified,Medium
REC100247,USR23012,Ekiya Halder,IAWYO7152J,XXXX-XXXX-4769,1964-06-26,Jalandhar,Punjab,,Self Employed,2025-06-21 00:00:00,Verified,Low
REC100248,USR71504,Yug Hora,,670047609258,2005-05-06,Chennai,Tamil Nadu,55316.0,Gig Worker,,Rejected,Medium
REC100249,USR17255,Anusha Pant,WRTOB7644E,XXXX-XXXX-0047,2007-12-04,Mumbai,Maharashtra,15314.0,Gig Worker,2026-03-03 00:00:00,In Progress,Low
REC100250,USR62706,Gaurang Agate,DJASW0247S,035165572866,,Jaipur,Rajasthan,25500.0,Gig Worker,2024-04-22 00:00:00,Under Review,Low
REC100251,USR90492,Akshay Mannan,KOBHD1856Z,,1986-06-23,Ludhiana,Punjab,42279.0,Freelancer,2025-09-23 00:00:00,Verified,Low
REC100252,USR24185,Amruta Bora,SOXKU0767H,743187560518,1994-09-07,Amritsar,Punjab,51720.0,Freelancer,2025-05-26 00:00:00,Verified,Low
REC100253,USR13868,Laban Boase,KQPTO0245F,XXXX-XXXX-7972,1977-11-19,Ludhiana,Punjab,16282.0,Self Employed,2025-12-05 00:00:00,Verified,Low
REC100254,USR51147,Aahana Kaur,HDLBY1947M,772035742333,1988-12-07,Pune,Maharashtra,22287.0,Self Employed,2024-04-09 00:00:00,Pending,Low
REC100255,USR23623,Zansi Varghese,PUCNA8528C,,1981-09-07,Jalandhar,Punjab,9246.0,Farmer,,Verified,Low
REC100256,USR80024,Dev Kanda,WUCLS3005K,,1977-12-15,Jaipur,Rajasthan,67466.0,Freelancer,2024-09-13 00:00:00,Verified,High
REC100257,USR88664,Gayathri Sagar,LSZKD9074W,118179978026,1960-01-10,Chennai,Tamil Nadu,,Salaried,2025-12-14 00:00:00,Verified,Low
REC100258,USR48592,Bhavika Randhawa,IIUEM9016Z,XXXX-XXXX-8269,1992-09-19,Jaipur,Rajasthan,30000.0,Salaried,2025-01-22 00:00:00,Verified,Low
REC100259,USR79215,Leena Atwal,LPVTP8222Q,911393162555,2007-05-04,Bengaluru,Karnataka,35939.0,Freelancer,2025-01-29 00:00:00,Pending,Medium
REC100260,USR75718,Qadim Muni,,,1986-09-04,Lucknow,Uttar Pradesh,71437.0,Business Owner,2025-03-29 00:00:00,Verified,Low
REC100261,USR26517,Frado Sawhney,NCSIM7475I,189933555925,1999-06-26,Mumbai,Maharashtra,62412.0,Farmer,2026-02-07 00:00:00,Verified,Low
REC100262,USR97768,Zaid Khatri,CBKYP6197F,,1969-08-29,Amritsar,Punjab,14665.0,Student,2024-11-23 19:30:00,Verified,Unknown
REC100263,USR20968,Agastya Dugal,,966752481744,,Hyderabad,Telangana,22936.0,Gig Worker,2024-01-08 00:00:00,Verified,Medium
REC100264,USR70067,Xiti Dora,HTJNP5508Z,153213861914,1997-09-27,Mumbai,Maharashtra,30092.0,Retired,2024-10-09 18:09:32,Verified,Medium
REC100265,USR51450,Qabil Shan,PTUJI6361J,784171975496,1996-01-13,Jaipur,Rajasthan,,Business Owner,2025-12-26 00:00:00,Verified,Low
REC100266,USR57716,Isha Agate,FODSB1912R,,1968-02-27,Jaipur,Rajasthan,14257.0,Retired,2024-01-08 21:06:20,Verified,Low
REC100267,USR68555,Tarak Bala,NOAXB3665R,613161756194,2007-03-06,Pune,Maharashtra,41166.0,Retired,2024-07-12 00:00:00,Rejected,Low
REC100268,USR87671,Dipta Dube,NBJAU9896U,560799045339,1966-06-18,Kolkata,West Bengal,31366.0,Student,,Pending,Low
REC100269,USR26635,Zaid Upadhyay,OWPHY6964G,063212526228,1981-01-19,Delhi,Delhi,,Student,2024-01-21 00:00:00,Failed,Medium
REC100270,USR15316,Jagvi Kaur,FBCAE7966P,201619416001,2003-05-14,Delhi,Delhi,26900.0,Business Owner,2024-12-10 00:00:00,Verified,High
REC100271,USR17177,Unnati Som,CVYRK5519K,201682721182,1982-06-14,Kolkata,West Bengal,22800.0,Gig Worker,2025-07-23 11:25:00,Pending,Low
REC100272,USR19072,Aadi Deep,XTVTP8758E,017031161367,2007-03-07,Chennai,Tamil Nadu,21661.0,Salaried,2025-07-16 06:19:00,Verified,Low
REC100273,USR49518,Avni Kota,,729291283688,,Mumbai,Maharashtra,26635.0,Self Employed,2024-12-26 00:00:00,Verified,Low
REC100274,USR21937,Akshay Mand,RWHMR1014C,362770222928,2007-11-11,Bengaluru,Karnataka,32405.0,Student,2024-09-11 13:59:58,Verified,Low
REC100275,USR11254,Kavya Wali,ZKKVM1561F,,2005-10-04,Jaipur,Rajasthan,,Business Owner,2024-05-05 22:32:24,Verified,Low
REC100276,USR70056,Patrick Parikh,TAORS6361V,467979556106,1967-04-20,Chennai,Tamil Nadu,41100.0,Farmer,2025-09-04 00:00:00,Verified,Low
REC100277,USR90824,Shivansh Sengupta,YIAFO1076X,579352143671,1971-05-02,Jaipur,Rajasthan,,Business Owner,2024-07-05 00:00:00,Verified,Low
REC100278,USR30495,Gaurav Doshi,DKHKD9874E,389697504927,1976-08-10,Mumbai,Maharashtra,57126.0,Unemployed,2024-08-24 00:00:00,Verified,Low
REC100279,USR78118,Ira Nagi,FDLYO6866K,231367520006,1990-06-25,Kolkata,West Bengal,50432.0,Business Owner,2024-07-11 00:00:00,Verified,Medium
REC100280,USR52185,Onkar Hegde,RKYOA4478U,426883854960,1964-02-11,Hyderabad,Telangana,,Self Employed,2024-03-05 07:41:18,Verified,Low
REC100281,USR61691,Champak Dalal,JCJFZ3352Q,582771275394,1995-10-16,Kolkata,West Bengal,38007.0,Salaried,2025-04-21 17:14:44,Verified,Medium
REC100282,USR60344,Vritti Sandal,SQYLJ7438L,569937904670,,Delhi,Delhi,8490.0,Student,2024-03-07 00:00:00,Verified,Low
REC100283,USR48403,Vansha Tata,UDZUY6356K,411281736510,1973-01-18,Lucknow,Uttar Pradesh,22573.0,Farmer,2024-03-17 00:00:00,Verified,Low
REC100284,USR61177,Yochana Mallick,,437900389978,1977-10-30,Delhi,Delhi,20821.0,Salaried,2025-08-29 22:17:51,Verified,Low
REC100285,USR18389,Laban Soman,,,1967-10-31,Jalandhar,Punjab,47324.0,Farmer,2025-11-06 01:25:05,Verified,Unknown
REC100286,USR47945,Hemani Bhattacharyya,XHWHS9440W,433722559560,1964-08-21,Delhi,Delhi,32819.0,Unemployed,,Verified,Low
REC100287,USR21754,Jeremiah Khanna,BSYCV6187V,414849989052,1969-02-03,Bengaluru,Karnataka,,Student,2025-02-14 00:00:00,Verified,Low
REC100288,USR39390,Rajata De,KMMYM8962X,190575486193,2001-09-22,Delhi,Delhi,,Student,2024-07-17 00:00:00,Verified,Medium
REC100289,USR89311,Ria Gara,YPJZH6934A,923833386977,2004-09-17,Lucknow,Uttar Pradesh,22201.0,Farmer,,Rejected,Low
REC100290,USR47921,Faris Kalla,,987866758160,1987-01-24,Jalandhar,Punjab,24768.0,Retired,2026-01-03 13:06:38,Verified,Medium
REC100291,USR13413,Vasudha Mandal,XDASJ9789D,086351858270,1994-01-14,Bengaluru,Karnataka,31685.0,Retired,2024-02-03 00:00:00,Verified,Low
REC100292,USR36162,Chakradev Madan,XKOXI6406B,029432776129,1974-09-20,Hyderabad,Telangana,16532.0,Salaried,2025-12-21 00:00:00,Verified,Low
REC100293,USR26876,Praneel Pathak,,,1965-11-09,Jalandhar,Punjab,10407.0,Self Employed,2025-08-25 12:25:16,Rejected,Low
REC100294,USR10845,Wahab Golla,TPWLV5865K,990361650863,1968-10-23,Pune,Maharashtra,,Salaried,2026-03-26 00:00:00,Rejected,Medium
REC100295,USR93755,Aarini Balasubramanian,,139003694168,1991-06-05,Amritsar,Punjab,13061.0,Unemployed,2024-07-04 00:02:14,Under Review,Unknown
REC100296,USR99982,Darpan Khare,FXFUQ7669X,980150734279,1992-11-08,Delhi,Delhi,21775.0,Student,2024-01-11 00:00:00,Verified,High
REC100297,USR22316,Lohit Lal,MWXTD7081L,373136392726,2002-11-16,Jalandhar,Punjab,40600.0,Freelancer,2024-03-09 05:15:00,Under Review,Medium
REC100298,USR95022,Imaran Dar,BRXUP2805L,552256833316,1981-11-13,Lucknow,Uttar Pradesh,,Farmer,2024-05-26 00:00:00,Pending,Low
REC100299,USR94119,Sai Pau,XAEYZ5392P,135278586683,1984-12-26,Kolkata,West Bengal,76491.0,Business Owner,2024-06-12 05:23:33,Verified,Low
REC100300,USR22522,Riya D’a1ia,MAMCP8364C,782187396867,2005-02-10,Ludhiana,Punjab,20443.0,Freelancer,2025-05-16 00:00:00,Verified,Medium
REC100301,USR80202,Aadi Aurora,YHRHH1539K,590413472401,1965-03-25,Bengaluru,Karnataka,31707.0,Salaried,2025-03-05 00:00:00,Verified,Low
REC100302,USR85204,Jha1ak Char,UNJEV4594H,XXXX-XXXX-0366,1999-04-01,Ludhiana,Punjab,16900.0,Freelancer,2024-06-01 00:00:00,Verified,Low
REC100303,USR84273,Wakeeta Gangu1y,EOTHM7691N,741042932168,1961-10-14,Lucknow,Uttar Pradesh,17064.0,Unemployed,2026-01-03 00:00:00,In Progress,Low
REC100304,USR13173,Ekanta Natarajan,SFFVR2507I,,1977-10-18,Lucknow,Uttar Pradesh,,Business Owner,2024-12-05 00:00:00,Verified,Medium
REC100305,USR25057,Triya Randhawa,ZWQBZ3136W,125317584602,1964-12-17,Hyderabad,Telangana,,Business Owner,,Verified,Low
REC100306,USR58092,Yauvani Joshi,RREQS8496G,668188843620,1996-07-23,Jaipur,Rajasthan,24800.0,Business Owner,2025-05-03 00:00:00,Verified,Medium
REC100307,USR85972,Fiyaz Bera,PZDMB1128S,580106583093,1974-03-27,Kolkata,West Bengal,44726.0,Unemployed,2025-06-25 00:00:00,Pending,Unknown
REC100308,USR24183,Faqid Balan,,745480158298,1992-03-15,Kolkata,West Bengal,23718.0,Farmer,2025-08-26 00:00:00,Rejected,Low
REC100309,USR83207,Divya Murty,XWFGA1235G,419999560893,1969-12-30,Delhi,Delhi,,Business Owner,2025-02-23 23:31:08,Verified,High
REC100310,USR22047,Aahana Dani,,379207526313,1998-12-14,Mumbai,Maharashtra,13904.0,Freelancer,2024-05-20 00:00:00,Verified,Low
REC100311,USR22242,Edhitha Kota,RLFEF3195A,558579144524,1984-09-10,Ludhiana,Punjab,16715.0,Freelancer,2025-12-23 00:00:00,Verified,Low
REC100312,USR80006,Vrinda Pathak,BEHOE0855U,XXXX-XXXX-2998,1996-11-08,Ludhiana,Punjab,24163.0,Gig Worker,2025-04-04 00:00:00,Rejected,Low
REC100313,USR38799,Maya Sane,KVTTR6036G,375587820532,1978-01-03,Pune,Maharashtra,18818.0,Self Employed,2025-09-21 00:00:00,Verified,Low
REC100314,USR12657,Oeshi Murty,CGKSW4750X,542836368154,1968-05-12,Jaipur,Rajasthan,46174.0,Student,2024-01-10 00:00:00,Verified,Low
REC100315,USR42651,Anjali Khare,,475335974564,1961-10-01,Lucknow,Uttar Pradesh,11847.0,Farmer,2026-03-24 00:00:00,Rejected,Low
REC100316,USR52343,Kevin Pant,QOKKW1738K,872974888047,1982-02-21,Hyderabad,Telangana,66464.0,Freelancer,2024-02-25 00:00:00,Verified,Low
REC100317,USR12035,Gaurangi Mander,XNXWO5221X,977871882584,1976-08-18,Bengaluru,Karnataka,16132.0,Freelancer,2024-12-17 17:23:56,Pending,Medium
REC100318,USR27148,Isha Dada,FYLNS7371O,025287557264,1975-07-25,Pune,Maharashtra,37423.0,Unemployed,2024-08-01 01:35:00,Verified,Medium
REC100319,USR21102,Nitesh Viswanathan,QHABO6767I,,1990-04-01,Kolkata,West Bengal,33864.0,Student,2025-11-09 00:00:00,Verified,Low
REC100320,USR14499,Sudiksha Jha,ABHUR8287P,XXXX-XXXX-7766,1969-06-09,Jaipur,Rajasthan,27200.0,Retired,2024-07-29 22:58:19,Verified,Unknown
REC100321,USR35075,Aachal Sanghvi,WNRCT8129W,268543969064,1987-07-19,Lucknow,Uttar Pradesh,20461.0,Student,2024-12-20 04:24:00,Verified,Low
REC100322,USR84115,Henry Andra,NHYED9939C,022142109825,1981-11-25,Ludhiana,Punjab,,Self Employed,2024-05-05 00:00:00,Verified,Low
REC100323,USR70255,Dayita Shenoy,,091511220613,1981-02-02,Jalandhar,Punjab,,Farmer,2026-02-20 00:00:00,Verified,Low
REC100324,USR92222,Dhruv Kaul,FODZB5003X,045866716210,2004-09-09,Jalandhar,Punjab,14580.0,Farmer,2026-03-02 00:00:00,Rejected,Medium
REC100325,USR16742,Urvashi Sinha,YEZWM8774Q,664182076739,1984-10-12,Pune,Maharashtra,49263.0,Freelancer,2024-07-20 00:00:00,Verified,Medium
REC100326,USR23453,Girish Munshi,WICFP7673C,XXXX-XXXX-8115,2006-02-03,Pune,Maharashtra,11770.0,Freelancer,2025-01-03 01:21:00,Verified,Low
REC100327,USR73311,Aadi Issac,PBGGS1519S,601061466289,1960-07-14,Bengaluru,Karnataka,17237.0,Gig Worker,2024-02-08 06:51:00,Verified,Low
REC100328,USR31520,Girindra Garde,GAXJF2954G,336348534475,1981-06-11,Hyderabad,Telangana,19783.0,Self Employed,2025-07-05 00:00:00,Verified,Low
REC100329,USR52451,Ekta Parikh,XGRBP0389K,201846068739,1991-02-02,Bengaluru,Karnataka,,Self Employed,2024-02-10 00:00:00,Verified,High
REC100330,USR72466,Parth Muni,KAPKA6725A,320933391957,1977-10-12,Delhi,Delhi,14555.0,Self Employed,2025-12-30 00:00:00,Verified,Low
REC100331,USR32272,Yashawini Uppal,EKYEC0101V,729589354339,,Mumbai,Maharashtra,18599.0,Salaried,2025-10-26 00:00:00,Verified,Low
REC100332,USR80122,Finn Sharma,ZFRGS9154Q,625627971699,1984-05-17,Jalandhar,Punjab,18747.0,Gig Worker,2024-03-20 00:00:00,Verified,High
REC100333,USR17160,Charita Patel,PMVSO2453A,885912602834,2005-08-12,Mumbai,Maharashtra,35500.0,Freelancer,,Verified,Low
REC100334,USR70060,Unni Krishnan,,411356817606,1998-01-30,Jalandhar,Punjab,17400.0,Self Employed,2026-01-08 00:00:00,Under Review,Low
REC100335,USR32402,Yachana Rajagopal,EPUTY4832F,955216703364,1961-01-29,Delhi,Delhi,17023.0,Business Owner,2024-01-17 00:00:00,Verified,Low
REC100336,USR40567,Balhaar Manda,XLPUZ4164G,823854057084,2005-09-06,Lucknow,Uttar Pradesh,13719.0,Salaried,2024-11-22 20:45:00,Under Review,Low
REC100337,USR94093,Ayushman Chaudhuri,PXVLH3849U,186959113151,1989-03-01,Jaipur,Rajasthan,,Farmer,,In Progress,Low
REC100338,USR96144,Sarthak Vohra,EQADB0305S,363359599326,2002-05-23,Mumbai,Maharashtra,,Farmer,2025-12-21 19:59:51,Verified,Low
REC100339,USR21058,Charita Khare,,920866782534,1978-03-13,Delhi,Delhi,48604.0,Retired,2024-07-13 07:53:00,Verified,Low
REC100340,USR28152,Matthew Sastry,PFYLL4712B,XXXX-XXXX-2850,2005-02-19,Chennai,Tamil Nadu,21165.0,Business Owner,,Verified,Low
REC100341,USR62251,Darpan Balakrishnan,YLVQC4261P,568603686085,1996-08-25,Amritsar,Punjab,12451.0,Salaried,2025-01-07 00:00:00,Verified,Low
REC100342,USR33905,Vincent Balakrishnan,WKGAX4927X,,1985-05-26,Delhi,Delhi,21182.0,Unemployed,2025-04-21 15:04:00,Verified,Low
